ticker,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Issuance Of Capital Stock,Common Stock Issuance,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Gain Loss On Sale Of PPE,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Net Preferred Stock Issuance,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Preferred Stock Dividend Paid,Dividend Received Cfo,Preferred Stock Payments,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Dividends Received Cfi,Sale Of Intangibles,Excess Tax Benefit From Stock Based Compensation,Interest Received Cfi,Cash Flow From Discontinued Operation,Depletion,Interest Paid Cff,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Dividend Paid Cfo,Interest Paid Cfo
UBER,6895000000.0,-1252000000.0,-4158000000.0,3972000000.0,-242000000.0,475000000.0,324000000.0,8610000000.0,7004000000.0,-267000000.0,1873000000.0,-2087000000.0,-2087000000.0,-805000000.0,156000000.0,,,-1252000000.0,-1252000000.0,-186000000.0,,-186000000.0,-4158000000.0,3972000000.0,-3177000000.0,-3177000000.0,-102000000.0,-2850000000.0,10204000000.0,-13054000000.0,17000000.0,17000000.0,0.0,-242000000.0,,-242000000.0,7137000000.0,7137000000.0,2374000000.0,3235000000.0,86000000.0,86000000.0,,,,-142000000.0,-142000000.0,-163000000.0,1796000000.0,61000000.0,-6027000000.0,-6027000000.0,737000000.0,737000000.0,346000000.0,,0.0,9845000000.0,,,196000000.0,3149000000.0,-694000000.0,,,,,,,,0.0,0.0,-221000000.0,-1832000000.0,,38000000.0,,,,308000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UDR,605161000.0,0.0,-153615000.0,301697000.0,-271687000.0,192101000.0,1044000.0,35427000.0,34866000.0,,561000.0,-599936000.0,-599936000.0,-66510000.0,,-563333000.0,-558482000.0,0.0,0.0,29907000.0,-118175000.0,148082000.0,-153615000.0,301697000.0,-276351000.0,-276351000.0,-32168000.0,4624000.0,4624000.0,,-49335000.0,1000000.0,-50335000.0,,,,876848000.0,876848000.0,-35903000.0,,,,,,,,,27107000.0,32625000.0,,,,695473000.0,695473000.0,24213000.0,,,95877000.0,-271687000.0,,-31144000.0,,,,,,-16867000.0,,,37456000.0,0.0,0.0,-4759000.0,,,41080000.0,,,,,,,,,,,-4851000.0,,,31118000.0,98650000.0,-67532000.0,,,41097000.0,,,,,,,,,,,,,,,
ULTA,964147000.0,-1027089000.0,-199700000.0,199700000.0,-374458000.0,4159000.0,386059000.0,703201000.0,766594000.0,,-63393000.0,-1018909000.0,-1018909000.0,-4159000.0,12339000.0,,,-1027089000.0,-1027089000.0,0.0,,0.0,-199700000.0,199700000.0,-383089000.0,-383089000.0,,-8631000.0,,,,,,,,,1338605000.0,1338605000.0,-451216000.0,36600000.0,30297000.0,30297000.0,,,-226078000.0,-15395000.0,,310636000.0,42787000.0,,-43328000.0,-43328000.0,267042000.0,267042000.0,11566000.0,,,1201118000.0,-374458000.0,101007000.0,,6303000.0,-13515000.0,,,,,,,,,,-333835000.0,,11566000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNP,5894000000.0,-1505000000.0,-2226000000.0,800000000.0,-3452000000.0,1260000000.0,1340000000.0,1028000000.0,1074000000.0,,-46000000.0,-6067000000.0,-6067000000.0,77000000.0,,-3213000000.0,-3213000000.0,-1505000000.0,-1505000000.0,-1426000000.0,,-1426000000.0,-2226000000.0,800000000.0,-3325000000.0,-3325000000.0,127000000.0,,,,,,,,,,9346000000.0,9346000000.0,186000000.0,189000000.0,189000000.0,189000000.0,,,-26000000.0,179000000.0,179000000.0,-13000000.0,,,28000000.0,28000000.0,2398000000.0,2398000000.0,,,,6747000000.0,-3452000000.0,-87000000.0,-69000000.0,,,,,2398000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAL,3830000000.0,-162000000.0,-10138000000.0,6139000000.0,-5615000000.0,1494000000.0,88000000.0,8946000000.0,6334000000.0,,2612000000.0,-4182000000.0,-4182000000.0,-21000000.0,,,,-162000000.0,-162000000.0,-3999000000.0,,-3999000000.0,-10138000000.0,6139000000.0,-2651000000.0,-2651000000.0,3000000.0,2852000000.0,8661000000.0,-5809000000.0,,,,109000000.0,109000000.0,,9445000000.0,9445000000.0,1901000000.0,178000000.0,178000000.0,178000000.0,,,,280000000.0,,333000000.0,,,935000000.0,935000000.0,2928000000.0,2928000000.0,,,,3149000000.0,-5615000000.0,1155000000.0,,,-166000000.0,,,,,,,,,,454000000.0,199000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPS,6213000000.0,-500000000.0,-2487000000.0,2785000000.0,-3909000000.0,854000000.0,1347000000.0,6112000000.0,3206000000.0,-149000000.0,3055000000.0,-6850000000.0,-6850000000.0,-209000000.0,,-5399000000.0,-5399000000.0,-268000000.0,-500000000.0,-974000000.0,-1272000000.0,298000000.0,-2487000000.0,2785000000.0,-217000000.0,-217000000.0,-24000000.0,2672000000.0,2748000000.0,-76000000.0,1044000000.0,1115000000.0,-71000000.0,,,,10122000000.0,10122000000.0,256000000.0,763000000.0,262000000.0,262000000.0,,,,-566000000.0,-566000000.0,248000000.0,24000000.0,,-15000000.0,-15000000.0,3609000000.0,3609000000.0,174000000.0,174000000.0,,5782000000.0,-3909000000.0,,70000000.0,501000000.0,,,,,,,,44000000.0,232000000.0,232000000.0,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URI,419000000.0,-1571000000.0,-9861000000.0,11609000000.0,-4127000000.0,674000000.0,994000000.0,457000000.0,363000000.0,-30000000.0,124000000.0,-274000000.0,-274000000.0,-17000000.0,,-434000000.0,-434000000.0,-1571000000.0,-1571000000.0,1748000000.0,,1748000000.0,-9861000000.0,11609000000.0,-4148000000.0,-4148000000.0,51000000.0,-5000000.0,,-5000000.0,-1655000000.0,,-1655000000.0,-2539000000.0,1588000000.0,-4127000000.0,4546000000.0,4546000000.0,-266000000.0,-234000000.0,-203000000.0,-203000000.0,,,15000000.0,-20000000.0,-20000000.0,-33000000.0,112000000.0,,-19000000.0,-19000000.0,2903000000.0,2903000000.0,-726000000.0,,,2575000000.0,,,,-31000000.0,-27000000.0,,,,,,,,,,,,-727000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH,20705000000.0,-9000000000.0,-3000000000.0,17811000000.0,-3499000000.0,3594000000.0,4620000000.0,25312000000.0,25427000000.0,-61000000.0,165000000.0,-3512000000.0,-3512000000.0,-3485000000.0,,-7533000000.0,-7533000000.0,-7154000000.0,-9000000000.0,14660000000.0,-151000000.0,14811000000.0,-3000000000.0,17811000000.0,-20527000000.0,-20527000000.0,-4145000000.0,525000000.0,27833000000.0,-27308000000.0,-13408000000.0,,-13408000000.0,-3499000000.0,,-3499000000.0,24204000000.0,24204000000.0,-808000000.0,4966000000.0,4966000000.0,2463000000.0,,,,-1437000000.0,-1437000000.0,-3361000000.0,1018000000.0,,-296000000.0,-296000000.0,4099000000.0,4099000000.0,8310000000.0,,8310000000.0,15242000000.0,,-197000000.0,-4140000000.0,,,,,,,,,,1846000000.0,1846000000.0,,,,,,,,,,,,,,,,,,,,,-219000000.0,,,,,,,,,,,,,,,,,
UHS,1123291000.0,-670754000.0,-2640001000.0,2210248000.0,-943810000.0,168274000.0,325430000.0,224752000.0,214470000.0,-833000.0,11115000.0,-1144877000.0,-1144877000.0,-6094000.0,,-53346000.0,-53346000.0,-655684000.0,-670754000.0,-429753000.0,,-429753000.0,-2640001000.0,2210248000.0,-911109000.0,-911109000.0,38563000.0,12860000.0,,,-18722000.0,276000.0,-18998000.0,-943810000.0,,-943810000.0,2067101000.0,2067101000.0,418759000.0,279859000.0,12651000.0,,12651000.0,12651000.0,,67355000.0,67355000.0,-192185000.0,99349000.0,0.0,,,584831000.0,584831000.0,-6762000.0,,,1163109000.0,,83708000.0,-12163000.0,267208000.0,,,,,,,,,15070000.0,15070000.0,,,,,,,,,,,,,,,,,,,,,,12814000.0,,,,,,,,,,,,,,,,
VLO,5776000000.0,-2875000000.0,-7785000000.0,7137000000.0,-907000000.0,556000000.0,843000000.0,4829000000.0,5424000000.0,-248000000.0,-347000000.0,-5049000000.0,-5049000000.0,-142000000.0,,-1384000000.0,-1384000000.0,-2875000000.0,-2875000000.0,-648000000.0,,-648000000.0,-7785000000.0,7137000000.0,-1981000000.0,-1981000000.0,-1126000000.0,52000000.0,81000000.0,-29000000.0,0.0,,0.0,,,,6683000000.0,6683000000.0,990000000.0,-801000000.0,-633000000.0,-430000000.0,-203000000.0,-203000000.0,-286000000.0,1562000000.0,,,,0.0,-87000000.0,-87000000.0,2774000000.0,2774000000.0,,,,3006000000.0,-907000000.0,195000000.0,,-168000000.0,320000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTR,725779000.0,,-1628419000.0,1913431000.0,-603846000.0,575741000.0,,957233000.0,563462000.0,-3985000.0,397756000.0,1445220000.0,1445220000.0,-90385000.0,26052000.0,-740326000.0,-740326000.0,1964867000.0,,285012000.0,0.0,285012000.0,-1628419000.0,1913431000.0,-2377089000.0,-2377089000.0,-114951000.0,,,,-69797000.0,0.0,-69797000.0,,,,1329625000.0,1329625000.0,43811000.0,161174000.0,133969000.0,133969000.0,,,,,,-33574000.0,30991000.0,,-43487000.0,-43487000.0,1283286000.0,1283286000.0,-57885000.0,,,88351000.0,-603846000.0,,-117363000.0,27205000.0,,30143000.0,30143000.0,1253143000.0,-57009000.0,,,-166000.0,1964867000.0,1964867000.0,,,,-1563000.0,,,,,,,,,,,,18298000.0,,-1596863000.0,329094000.0,-1925957000.0,,27205000.0,8368000.0,,,,,,,,,,,,,,,
VLTO,820000000.0,0.0,,0.0,-55000000.0,137000000.0,293000000.0,1101000000.0,762000000.0,-37000000.0,376000000.0,-65000000.0,-65000000.0,,24000000.0,-89000000.0,-89000000.0,0.0,0.0,0.0,,0.0,,0.0,-434000000.0,-434000000.0,-16000000.0,,,,-363000000.0,,-363000000.0,-55000000.0,0.0,-55000000.0,875000000.0,875000000.0,-116000000.0,0.0,-29000000.0,-29000000.0,,,3000000.0,3000000.0,3000000.0,,65000000.0,0.0,,,78000000.0,78000000.0,15000000.0,,,833000000.0,,-74000000.0,,29000000.0,-48000000.0,38000000.0,38000000.0,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSN,874500000.0,-1225600000.0,,,-28100000.0,72800000.0,230500000.0,212100000.0,245500000.0,-800000.0,-32600000.0,-1221500000.0,-1221500000.0,-8200000.0,12300000.0,,,-1225600000.0,-1225600000.0,,,,,,286300000.0,286300000.0,,314400000.0,1195100000.0,-880700000.0,,,,-28100000.0,,-28100000.0,902600000.0,902600000.0,36400000.0,,,,,,,,,3600000.0,61100000.0,,,,36900000.0,36900000.0,,,,785700000.0,,77700000.0,-12400000.0,,,,,36900000.0,,,,,,,-28900000.0,,,,,,,,-21100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSK,920100000.0,-1050000000.0,-396400000.0,590200000.0,-223900000.0,131600000.0,287700000.0,291200000.0,302700000.0,-2200000.0,-9300000.0,-1028500000.0,-1028500000.0,-75800000.0,124800000.0,-221300000.0,-221300000.0,-1050000000.0,-1050000000.0,193800000.0,0.0,193800000.0,-396400000.0,590200000.0,-124800000.0,-124800000.0,3800000.0,113300000.0,113300000.0,,-18000000.0,6400000.0,-24400000.0,,,,1144000000.0,1144000000.0,-83200000.0,-60800000.0,,,,,,-116600000.0,-116600000.0,-400000.0,47900000.0,9300000.0,-20700000.0,-20700000.0,305900000.0,305900000.0,-85600000.0,,,957500000.0,-223900000.0,74700000.0,28800000.0,,19400000.0,72300000.0,72300000.0,233600000.0,-100600000.0,0.0,0.0,13300000.0,,,-28700000.0,,6500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VZ,18922000000.0,,-20344000000.0,15568000000.0,-17990000000.0,5505000000.0,5632000000.0,4635000000.0,3497000000.0,,1138000000.0,-17100000000.0,-17100000000.0,-1075000000.0,,-11249000000.0,-11249000000.0,,,-4776000000.0,0.0,-4776000000.0,-20344000000.0,15568000000.0,-18674000000.0,-18674000000.0,28000000.0,-712000000.0,,,0.0,0.0,0.0,,,,36912000000.0,36912000000.0,-2278000000.0,1109000000.0,1109000000.0,1109000000.0,,,-196000000.0,-2565000000.0,-2565000000.0,173000000.0,,0.0,815000000.0,815000000.0,17892000000.0,17892000000.0,23000000.0,-52000000.0,,17949000000.0,-17090000000.0,,,,-626000000.0,2781000000.0,2781000000.0,15112000000.0,,,0.0,2338000000.0,,,,,,75000000.0,,,,,,-900000000.0,-900000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRTX,-978000000.0,-1582100000.0,-33600000.0,,-485400000.0,30500000.0,1082100000.0,4572200000.0,10372300000.0,-42600000.0,-5757500000.0,-1494900000.0,-1494900000.0,6200000.0,114600000.0,,,-1582100000.0,-1582100000.0,-33600000.0,,-33600000.0,-33600000.0,,-3770000000.0,-3770000000.0,-54000000.0,-3230600000.0,4465600000.0,-7696200000.0,0.0,,0.0,-297700000.0,,-297700000.0,-492600000.0,-492600000.0,-514800000.0,262400000.0,49500000.0,49500000.0,,,-517300000.0,-99300000.0,-99300000.0,-56800000.0,698500000.0,,-348800000.0,-348800000.0,207200000.0,207200000.0,57700000.0,,,-535600000.0,,,,212900000.0,-200300000.0,,,,57700000.0,,,,,,39700000.0,,,,,,,,,-187700000.0,-187700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTRS,1943800000.0,-250000000.0,-3713700000.0,0.0,-359100000.0,561100000.0,514000000.0,736100000.0,993600000.0,-30700000.0,-226800000.0,-4330400000.0,-4330400000.0,205600000.0,,-574800000.0,-574800000.0,-247500000.0,-250000000.0,-3713700000.0,0.0,-3713700000.0,-3713700000.0,0.0,1800700000.0,1800700000.0,2507100000.0,0.0,26000000.0,-26000000.0,-350000000.0,,-350000000.0,2700000.0,2700000.0,,2302900000.0,2302900000.0,-318600000.0,36000000.0,36000000.0,36000000.0,,,-723400000.0,300100000.0,300100000.0,572200000.0,146100000.0,,-767600000.0,-767600000.0,2893200000.0,2893200000.0,411800000.0,,399500000.0,-634200000.0,-326000000.0,68700000.0,,,,,,,,,,,2500000.0,2500000.0,,,12300000.0,,,,,,,-33100000.0,-33100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI,2373972000.0,-5341000.0,-1894306000.0,1853368000.0,-7526000.0,781401000.0,3338000.0,524615000.0,522574000.0,445000.0,1596000.0,-1457121000.0,-1457121000.0,-36538000.0,,-1752991000.0,-1752991000.0,373346000.0,-5341000.0,-40938000.0,,-40938000.0,-1894306000.0,1853368000.0,-922781000.0,-922781000.0,-504418000.0,-411800000.0,29579000.0,-441379000.0,0.0,,0.0,-7526000.0,,-7526000.0,2381498000.0,2381498000.0,-11520000.0,-13443000.0,,,,,,,,-482019000.0,17511000.0,,5439000.0,5439000.0,4125000.0,4125000.0,,,,2721242000.0,,,3428000.0,-13443000.0,,,,4125000.0,,,,126720000.0,378687000.0,378687000.0,-1505000.0,,,0.0,,,,,,,,,,,,0.0,,963000.0,963000.0,,,,,,,,,,,,,,,,,,,
V,18693000000.0,-16713000000.0,0.0,0.0,-1257000000.0,583000000.0,5775000000.0,19763000000.0,21990000000.0,382000000.0,-2609000000.0,-20633000000.0,-20633000000.0,-38000000.0,335000000.0,-4217000000.0,,-16713000000.0,-16713000000.0,0.0,,0.0,0.0,0.0,-1926000000.0,-1926000000.0,-93000000.0,339000000.0,5013000000.0,-4674000000.0,-915000000.0,,-915000000.0,-1257000000.0,,-1257000000.0,19950000000.0,19950000000.0,-15432000000.0,1246000000.0,1950000000.0,109000000.0,,,,-2412000000.0,-237000000.0,13761000000.0,850000000.0,,-100000000.0,-100000000.0,1034000000.0,1034000000.0,94000000.0,,,19743000000.0,,-14067000000.0,-199000000.0,-704000000.0,,79000000.0,79000000.0,955000000.0,,,,,,,,,,94000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VST,2485000000.0,-1266000000.0,-4139000000.0,5669000000.0,-2078000000.0,910000000.0,,1222000000.0,3539000000.0,,-2317000000.0,-1604000000.0,-1604000000.0,-1390000000.0,,-478000000.0,-305000000.0,-1266000000.0,-1266000000.0,1530000000.0,,1530000000.0,-4139000000.0,5669000000.0,-5276000000.0,-5276000000.0,-306000000.0,-23000000.0,2216000000.0,-2239000000.0,-3065000000.0,,-3065000000.0,196000000.0,196000000.0,,4563000000.0,4563000000.0,-416000000.0,8000000.0,18000000.0,19000000.0,-1000000.0,-1000000.0,-31000000.0,-242000000.0,-242000000.0,-35000000.0,100000000.0,183000000.0,612000000.0,612000000.0,2631000000.0,2631000000.0,-1208000000.0,,,2812000000.0,-2078000000.0,576000000.0,-616000000.0,-10000000.0,,,,,-1208000000.0,,,,,,-111000000.0,-116000000.0,0.0,,,,,,,,,,,,-173000000.0,,,,,,,-18000000.0,,,,,,,,,,,,,,,,
VMC,806100000.0,-68800000.0,-571500000.0,2008000000.0,-603500000.0,182900000.0,279800000.0,600800000.0,949200000.0,,-348400000.0,1056900000.0,1056900000.0,-33400000.0,-33000000.0,-244400000.0,-244400000.0,-68800000.0,-68800000.0,1436500000.0,-550500000.0,1987000000.0,-13000000.0,2000000000.0,-2814900000.0,-2814900000.0,-100000.0,,,,-2266000000.0,200000.0,-2266200000.0,-548800000.0,54700000.0,-603500000.0,1409600000.0,1409600000.0,-277400000.0,-199800000.0,-193000000.0,-193000000.0,,,-27400000.0,63200000.0,,86800000.0,53400000.0,86600000.0,-9400000.0,-9400000.0,617500000.0,558000000.0,-61000000.0,-8700000.0,,913100000.0,,,-93000000.0,-6800000.0,,93400000.0,93400000.0,464600000.0,,-558500000.0,8000000.0,,,,-20400000.0,,-52300000.0,,,,,,,,,,,,,,,,,,,-6800000.0,,,,,,59500000.0,,,,,,,,,,
WRB,3572745000.0,-303655000.0,0.0,3105000.0,-105623000.0,,,1974747000.0,1363195000.0,-29840000.0,641392000.0,-852487000.0,-852487000.0,-19984000.0,,-531953000.0,-531953000.0,-303655000.0,-303655000.0,3105000.0,,3105000.0,0.0,3105000.0,-2184489000.0,-2184489000.0,107280000.0,-2043551000.0,7532609000.0,-9576160000.0,0.0,0.0,0.0,-105623000.0,,-105623000.0,3678368000.0,3678368000.0,2146265000.0,,,,,,,-184431000.0,-184431000.0,-1538000.0,54381000.0,,,,,-170638000.0,14582000.0,,,1756115000.0,,105898000.0,,,,,,,14582000.0,,,,,,,-120799000.0,,,,,,,,,,,,,,,,-66632000.0,,,,,134853000.0,,,,,,,,,,,,,,,
GWW,1570000000.0,-1201000000.0,-39000000.0,503000000.0,-541000000.0,111000000.0,606000000.0,1036000000.0,660000000.0,-35000000.0,411000000.0,-1180000000.0,-1180000000.0,-52000000.0,30000000.0,-421000000.0,-421000000.0,-1201000000.0,-1201000000.0,464000000.0,,464000000.0,-39000000.0,503000000.0,-520000000.0,-520000000.0,21000000.0,,,,,,,,,,2111000000.0,2111000000.0,-276000000.0,40000000.0,20000000.0,20000000.0,,,-77000000.0,-110000000.0,-110000000.0,84000000.0,62000000.0,,-8000000.0,-8000000.0,237000000.0,237000000.0,,,,1989000000.0,-541000000.0,-3000000.0,,20000000.0,-36000000.0,,,,,,,23000000.0,,,-90000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAB,1627000000.0,-1097000000.0,-2322000000.0,2258000000.0,-207000000.0,181000000.0,237000000.0,715000000.0,620000000.0,-25000000.0,120000000.0,-1371000000.0,-1371000000.0,-70000000.0,,-140000000.0,-140000000.0,-1097000000.0,-1097000000.0,-64000000.0,,-64000000.0,-2322000000.0,2258000000.0,-343000000.0,-343000000.0,,,,,-149000000.0,19000000.0,-168000000.0,-194000000.0,13000000.0,-207000000.0,1834000000.0,1834000000.0,187000000.0,215000000.0,91000000.0,70000000.0,21000000.0,21000000.0,-117000000.0,-34000000.0,,,66000000.0,,51000000.0,51000000.0,459000000.0,459000000.0,4000000.0,,,1067000000.0,,123000000.0,,124000000.0,,-44000000.0,-44000000.0,503000000.0,,,,,,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBA,-363000000.0,-69000000.0,-30474000000.0,31365000000.0,-1381000000.0,,,3218000000.0,856000000.0,4000000.0,2358000000.0,-538000000.0,-537000000.0,-98000000.0,,-1260000000.0,,-69000000.0,-69000000.0,889000000.0,-2000000.0,891000000.0,-30474000000.0,31365000000.0,1878000000.0,1878000000.0,2763000000.0,,,,-402000000.0,,-402000000.0,-483000000.0,898000000.0,-1381000000.0,1018000000.0,1017000000.0,-486000000.0,540000000.0,1409000000.0,1409000000.0,,,-31000000.0,-464000000.0,-464000000.0,-241000000.0,182000000.0,14734000000.0,917000000.0,917000000.0,2459000000.0,2459000000.0,-1099000000.0,,-1520000000.0,-15448000000.0,,-613000000.0,82000000.0,-869000000.0,,,,,946000000.0,,,,,,,,-295000000.0,-230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMT,12660000000.0,-4494000000.0,-3468000000.0,0.0,-23783000000.0,2739000000.0,5884000000.0,9536000000.0,9935000000.0,-641000000.0,242000000.0,-14822000000.0,-14822000000.0,-2384000000.0,,-6688000000.0,-6688000000.0,-4494000000.0,-4494000000.0,-1256000000.0,2212000000.0,-3468000000.0,-3468000000.0,0.0,-21379000000.0,-21379000000.0,-212000000.0,4080000000.0,4080000000.0,,-1896000000.0,,-1896000000.0,-23351000000.0,432000000.0,-23783000000.0,36443000000.0,36443000000.0,181000000.0,4042000000.0,3663000000.0,3228000000.0,435000000.0,435000000.0,-2755000000.0,-1106000000.0,,2889000000.0,,,-635000000.0,-635000000.0,12973000000.0,12973000000.0,878000000.0,,,20157000000.0,,,,379000000.0,,,,,878000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS,8559000000.0,-2992000000.0,-3064000000.0,132000000.0,-5412000000.0,2134000000.0,3963000000.0,6102000000.0,14235000000.0,65000000.0,-8198000000.0,-15288000000.0,-15288000000.0,-9530000000.0,,-1366000000.0,-1366000000.0,-2992000000.0,-2992000000.0,-1400000000.0,1532000000.0,-2932000000.0,-3064000000.0,132000000.0,-6881000000.0,-6881000000.0,-68000000.0,-1401000000.0,105000000.0,-1506000000.0,,,,-5412000000.0,,-5412000000.0,13971000000.0,13971000000.0,-1613000000.0,156000000.0,156000000.0,156000000.0,,,-42000000.0,-565000000.0,,994000000.0,1366000000.0,3511000000.0,-821000000.0,-821000000.0,4990000000.0,4990000000.0,-666000000.0,-96000000.0,,5773000000.0,,-1427000000.0,265000000.0,,,3434000000.0,3434000000.0,1556000000.0,5000000.0,,,,,,,,,-575000000.0,,,,,,,,0.0,,0.0,,437000000.0,,,,,,,,,,,,,,,,,,,,,,
WBD,4427000000.0,,-19246000000.0,15820000000.0,-948000000.0,,,5416000000.0,4319000000.0,-180000000.0,1277000000.0,-3749000000.0,-3749000000.0,-323000000.0,,,,,,-3426000000.0,0.0,-3426000000.0,-5043000000.0,1617000000.0,-349000000.0,-349000000.0,31000000.0,677000000.0,677000000.0,,-109000000.0,,-109000000.0,-948000000.0,,-948000000.0,5375000000.0,5375000000.0,-12126000000.0,-12878000000.0,-12878000000.0,-529000000.0,,,,1012000000.0,,280000000.0,557000000.0,9603000000.0,-1732000000.0,-1732000000.0,20983000000.0,20983000000.0,-708000000.0,,,-11482000000.0,,-260000000.0,,,,13946000000.0,13946000000.0,7037000000.0,-243000000.0,-14203000000.0,14203000000.0,,,,,,,167000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM,2159000000.0,-262000000.0,-17870000000.0,24578000000.0,-3231000000.0,530000000.0,656000000.0,487000000.0,552000000.0,-9000000.0,-56000000.0,5155000000.0,5155000000.0,-134000000.0,53000000.0,-1210000000.0,-1210000000.0,-262000000.0,-262000000.0,6708000000.0,,6708000000.0,-17870000000.0,24578000000.0,-10601000000.0,-10601000000.0,-40000000.0,,,,-7330000000.0,158000000.0,-7488000000.0,,,,5390000000.0,5390000000.0,-31000000.0,281000000.0,,,,,,-313000000.0,,133000000.0,118000000.0,0.0,124000000.0,124000000.0,2267000000.0,1472000000.0,-17000000.0,,82000000.0,2745000000.0,-3231000000.0,-213000000.0,214000000.0,,,180000000.0,180000000.0,1292000000.0,,,,51000000.0,,,,,,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,795000000.0,,,,,,,,,,
WAT,619642000.0,-13541000.0,-900000000.0,170000000.0,-142481000.0,92096000.0,183341000.0,324421000.0,395076000.0,7920000.0,-78575000.0,-696675000.0,-696675000.0,16500000.0,30366000.0,,,-13541000.0,-13541000.0,-730000000.0,,-730000000.0,-900000000.0,170000000.0,-144023000.0,-144023000.0,,-53000.0,3676000.0,-3729000.0,-1489000.0,,0.0,-142481000.0,,-142481000.0,762123000.0,762123000.0,-111368000.0,61585000.0,61585000.0,61585000.0,,,20943000.0,-66240000.0,-66240000.0,,44709000.0,,-877000.0,-877000.0,191825000.0,191825000.0,,,,637834000.0,,6165000.0,-4883000.0,,,104807000.0,104807000.0,87018000.0,,,,,,,-128938000.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
